geographicDescription	northBoundingCoordinate	southBoundingCoordinate	eastBoundingCoordinate	westBoundingCoordinate
EDSM 20-25-MIW02 1/13/2020	38.00984	38.00984	-121.54889	-121.54889
EDSM 20-25-LSSC01 1/13/2020	38.44829	38.44829	-121.59499	-121.59499
EDSM 20-25-SPE02 1/13/2020	38.04285	38.04285	-122.3001	-122.3001
EDSM 20-25-HC02 1/13/2020	38.06872	38.06872	-121.57749	-121.57749
EDSM 20-25-USSC01 1/13/2020	38.56054	38.56054	-121.56475	-121.56475
EDSM 20-25-SPE01 1/13/2020	38.05744	38.05744	-122.33277	-122.33277
EDSM 20-25-LNR01 1/13/2020	38.15289	38.15289	-122.29149	-122.29149
EDSM 20-25-SBW02 1/14/2020	38.05909	38.05909	-122.10118	-122.10118
EDSM 20-25-OR01 1/14/2020	37.95105	37.95105	-121.56644	-121.56644
EDSM 20-25-RV03 1/14/2020	38.0895	38.0895	-121.73097	-121.73097
EDSM 20-25-SBM01 1/14/2020	38.07759	38.07759	-122.03767	-122.03767
EDSM 20-25-MRW01 1/14/2020	37.91666	37.91666	-121.51318	-121.51318
EDSM 20-25-RV02 1/14/2020	38.13825	38.13825	-121.69243	-121.69243
EDSM 20-25-HB01 1/14/2020	38.05312	38.05312	-121.95908	-121.95908
EDSM 20-25-RV01 1/14/2020	38.15964	38.15964	-121.68046	-121.68046
EDSM 20-25-MIW01 1/14/2020	38.02722	38.02722	-121.49985	-121.49985
EDSM 20-25-LSR02 1/15/2020	38.05866	38.05866	-121.79508	-121.79508
EDSM 20-25-PP01 1/15/2020	38.05373	38.05373	-121.51692	-121.51692
EDSM 20-25-PP02 1/15/2020	38.05456	38.05456	-121.52136	-121.52136
EDSM 20-25-GB01 1/15/2020	38.10891	38.10891	-122.05616	-122.05616
EDSM 20-25-LSR01 1/15/2020	38.06355	38.06355	-121.82228	-121.82228
EDSM 20-25-LSR03 1/15/2020	38.06725	38.06725	-121.82707	-121.82707
EDSM 20-25-SJT02 1/15/2020	38.09095	38.09095	-121.62753	-121.62753
EDSM 20-25-SM02 1/15/2020	38.17399	38.17399	-122.01488	-122.01488
EDSM 20-25-SM01 1/15/2020	38.10207	38.10207	-121.89234	-121.89234
EDSM 20-25-LSJ01 1/16/2020	38.01636	38.01636	-121.78347	-121.78347
EDSM 20-25-CF01 1/16/2020	38.07236	38.07236	-121.8409	-121.8409
EDSM 20-25-CS03 1/16/2020	38.25655	38.25655	-121.72576	-121.72576
EDSM 20-25-LSJ02 1/16/2020	38.01958	38.01958	-121.80793	-121.80793
EDSM 20-25-CS02 1/16/2020	38.24915	38.24915	-121.67451	-121.67451
EDSM 20-25-CF02 1/16/2020	38.04272	38.04272	-121.90334	-121.90334
EDSM 20-25-CF03 1/16/2020	38.04186	38.04186	-121.84395	-121.84395
EDSM 20-25-SJT01 1/16/2020	38.05537	38.05537	-121.68738	-121.68738
EDSM 20-25-CS01 1/16/2020	38.30675	38.30675	-121.6572	-121.6572
EDSM 20-26-MIW01 1/21/2020	38.03989	38.03989	-121.52619	-121.52619
EDSM 20-26-FT01 1/21/2020	38.04524	38.04524	-121.59889	-121.59889
EDSM 20-26-LSSC02 1/21/2020	38.44346	38.44346	-121.59722	-121.59722
EDSM 20-26-MIW02 1/21/2020	38.0026	38.0026	-121.52348	-121.52348
EDSM 20-26-SM01 1/21/2020	38.13621	38.13621	-122.06062	-122.06062
EDSM 20-26-MIW03 1/21/2020	37.98224	37.98224	-121.52956	-121.52956
EDSM 20-26-LSSC03 1/21/2020	38.32452	38.32452	-121.64976	-121.64976
EDSM 20-26-SM03 1/21/2020	38.20985	38.20985	-122.03467	-122.03467
EDSM 20-26-LSSC01 1/21/2020	38.27935	38.27935	-121.66071	-121.66071
EDSM 20-26-SM02 1/21/2020	38.17058	38.17058	-122.06871	-122.06871
EDSM 20-26-SJT03 1/22/2020	38.08923	38.08923	-121.63731	-121.63731
EDSM 20-26-FT02 1/22/2020	38.06028	38.06028	-121.59627	-121.59627
EDSM 20-26-HC01 1/22/2020	38.01145	38.01145	-121.56945	-121.56945
EDSM 20-26-LSR01 1/22/2020	38.0693	38.0693	-121.76954	-121.76954
EDSM 20-26-RV01 1/22/2020	38.08638	38.08638	-121.70907	-121.70907
EDSM 20-26-PP01 1/22/2020	38.09902	38.09902	-121.58056	-121.58056
EDSM 20-26-LSR03 1/23/2020	38.06981	38.06981	-121.83705	-121.83705
EDSM 20-26-LSR02 1/23/2020	38.06732	38.06732	-121.82876	-121.82876
EDSM 20-26-CF01 1/23/2020	38.05197	38.05197	-121.8437	-121.8437
EDSM 20-26-CF03 1/23/2020	38.05502	38.05502	-121.87087	-121.87087
EDSM 20-26-HC02 1/23/2020	38.05115	38.05115	-121.58235	-121.58235
EDSM 20-26-LSR04 1/23/2020	38.05975	38.05975	-121.81859	-121.81859
EDSM 20-26-LSJ02 1/23/2020	38.02454	38.02454	-121.7872	-121.7872
EDSM 20-26-RV02 1/23/2020	38.11681	38.11681	-121.70654	-121.70654
EDSM 20-26-CF02 1/23/2020	38.04329	38.04329	-121.90748	-121.90748
EDSM 20-26-FT03 1/23/2020	38.01326	38.01326	-121.66658	-121.66658
EDSM 20-26-SBW01 1/23/2020	38.07807	38.07807	-122.06935	-122.06935
EDSM 20-26-SBW02 1/23/2020	38.05001	38.05001	-122.11031	-122.11031
EDSM 20-26-CQS01 1/24/2020	38.03848	38.03848	-122.14565	-122.14565
EDSM 20-26-CQS02 1/24/2020	38.06498	38.06498	-122.23529	-122.23529
EDSM 20-26-SJT02 1/24/2020	38.09663	38.09663	-121.6708	-121.6708
EDSM 20-26-SJT01 1/24/2020	38.07582	38.07582	-121.68035	-121.68035
EDSM 20-26-CS01 1/24/2020	38.33244	38.33244	-121.65103	-121.65103
EDSM 20-26-CS03 1/24/2020	38.28288	38.28288	-121.7155	-121.7155
EDSM 20-26-CS04 1/24/2020	38.24206	38.24206	-121.68501	-121.68501
EDSM 20-26-CS02 1/24/2020	38.25584	38.25584	-121.73152	-121.73152
EDSM 20-26-LSJ01 1/24/2020	38.02505	38.02505	-121.74268	-121.74268
EDSM 20-27-LSJ01 1/27/2020	38.04128	38.04128	-121.72067	-121.72067
EDSM 20-27-CS03 1/27/2020	38.2595	38.2595	-121.75662	-121.75662
EDSM 20-27-SBW01 1/27/2020	38.03718	38.03718	-122.1195	-122.1195
EDSM 20-27-SJT01 1/27/2020	38.09637	38.09637	-121.66512	-121.66512
EDSM 20-27-CS02 1/27/2020	38.25778	38.25778	-121.69123	-121.69123
EDSM 20-27-SJT02 1/27/2020	38.0868	38.0868	-121.67711	-121.67711
EDSM 20-27-CS01 1/27/2020	38.29334	38.29334	-121.66711	-121.66711
EDSM 20-27-SPE01 1/27/2020	38.06441	38.06441	-122.2777	-122.2777
EDSM 20-27-SPE03 1/27/2020	38.02825	38.02825	-122.301	-122.301
EDSM 20-27-SPE02 1/27/2020	38.04393	38.04393	-122.31335	-122.31335
EDSM 20-27-SJT03 1/28/2020	38.10616	38.10616	-121.60663	-121.60663
EDSM 20-27-LSR02 1/28/2020	38.07297	38.07297	-121.76888	-121.76888
EDSM 20-27-RV01 1/28/2020	38.162	38.162	-121.68347	-121.68347
EDSM 20-27-PP02 1/28/2020	38.06728	38.06728	-121.53883	-121.53883
EDSM 20-27-SBM02 1/28/2020	38.06554	38.06554	-122.05134	-122.05134
EDSM 20-27-SBM03 1/28/2020	38.05986	38.05986	-122.03043	-122.03043
EDSM 20-27-SBW02 1/28/2020	38.04291	38.04291	-122.11022	-122.11022
EDSM 20-27-RV02 1/28/2020	38.15156	38.15156	-121.68803	-121.68803
EDSM 20-27-PP01 1/28/2020	38.05291	38.05291	-121.53349	-121.53349
EDSM 20-27-CF01 1/28/2020	38.04896	38.04896	-121.93372	-121.93372
EDSM 20-27-LSR01 1/29/2020	38.04992	38.04992	-121.79842	-121.79842
EDSM 20-27-VC01 1/29/2020	37.83028	37.83028	-121.55323	-121.55323
EDSM 20-27-SBM01 1/29/2020	38.09343	38.09343	-122.01573	-122.01573
EDSM 20-27-LSR04 1/29/2020	38.06489	38.06489	-121.79379	-121.79379
EDSM 20-27-GB01 1/29/2020	38.10467	38.10467	-122.04804	-122.04804
EDSM 20-27-VC02 1/29/2020	37.85538	37.85538	-121.56389	-121.56389
EDSM 20-27-LSR03 1/29/2020	38.06988	38.06988	-121.7732	-121.7732
EDSM 20-27-SBM04 1/29/2020	38.09552	38.09552	-122.05833	-122.05833
EDSM 20-27-USSC02 1/30/2020	38.5506	38.5506	-121.58087	-121.58087
EDSM 20-27-MRW01 1/30/2020	37.93183	37.93183	-121.52848	-121.52848
EDSM 20-27-SM01 1/30/2020	38.18527	38.18527	-121.92911	-121.92911
EDSM 20-27-SM02 1/30/2020	38.15044	38.15044	-122.05573	-122.05573
EDSM 20-27-MIW01 1/30/2020	38.02257	38.02257	-121.52207	-121.52207
EDSM 20-27-MIW02 1/30/2020	37.97202	37.97202	-121.52493	-121.52493
EDSM 20-27-USSC01 1/30/2020	38.52809	38.52809	-121.584	-121.584
EDSM 20-27-LSSC01 1/30/2020	38.32843	38.32843	-121.64812	-121.64812
EDSM 20-27-GB02 1/30/2020	38.10122	38.10122	-122.06043	-122.06043
EDSM 20-28-SJT03 2/3/2020	38.10326	38.10326	-121.62266	-121.62266
EDSM 20-28-USSC01 2/3/2020	38.5606	38.5606	-121.56066	-121.56066
EDSM 20-28-SM01 2/3/2020	38.10515	38.10515	-121.88905	-121.88905
EDSM 20-28-SJT01 2/3/2020	38.09033	38.09033	-121.64952	-121.64952
EDSM 20-28-SM02 2/3/2020	38.17683	38.17683	-121.91965	-121.91965
EDSM 20-28-PP01 2/3/2020	38.07232	38.07232	-121.56648	-121.56648
EDSM 20-28-LSSC02 2/3/2020	38.47408	38.47408	-121.58407	-121.58407
EDSM 20-28-SM03 2/3/2020	38.13969	38.13969	-122.07876	-122.07876
EDSM 20-28-LSSC01 2/3/2020	38.2094	38.2094	-121.66405	-121.66405
EDSM 20-28-SJT02 2/4/2020	38.05222	38.05222	-121.6904	-121.6904
EDSM 20-28-CS02 2/4/2020	38.23658	38.23658	-121.68329	-121.68329
EDSM 20-28-SBM03 2/4/2020	38.09881	38.09881	-122.03819	-122.03819
EDSM 20-28-LSJ01 2/4/2020	38.0249	38.0249	-121.78505	-121.78505
EDSM 20-28-CS03 2/4/2020	38.2657	38.2657	-121.67064	-121.67064
EDSM 20-28-SBM01 2/4/2020	38.0813	38.0813	-121.98405	-121.98405
EDSM 20-28-LSJ02 2/4/2020	38.029	38.029	-121.75063	-121.75063
EDSM 20-28-CS01 2/4/2020	38.29379	38.29379	-121.6928	-121.6928
EDSM 20-28-SJT04 2/4/2020	38.05804	38.05804	-121.68673	-121.68673
EDSM 20-28-SBM02 2/4/2020	38.06137	38.06137	-121.9768	-121.9768
EDSM 20-28-PP02 2/5/2020	38.05533	38.05533	-121.52742	-121.52742
EDSM 20-28-RV05 2/5/2020	38.10066	38.10066	-121.68551	-121.68551
EDSM 20-28-MRW01 2/5/2020	37.90663	37.90663	-121.50601	-121.50601
EDSM 20-28-RV02 2/5/2020	38.08205	38.08205	-121.73182	-121.73182
EDSM 20-28-SBW02 2/5/2020	38.04904	38.04904	-122.0872	-122.0872
EDSM 20-28-SBW01 2/5/2020	38.06722	38.06722	-122.10505	-122.10505
EDSM 20-28-LSR01 2/5/2020	38.08102	38.08102	-121.75411	-121.75411
EDSM 20-28-MIW02 2/5/2020	37.97343	37.97343	-121.5139	-121.5139
EDSM 20-28-MIW01 2/5/2020	37.99324	37.99324	-121.51512	-121.51512
EDSM 20-28-SBW03 2/5/2020	38.07911	38.07911	-122.07378	-122.07378
EDSM 20-28-LSR02 2/5/2020	38.06962	38.06962	-121.77168	-121.77168
EDSM 20-28-GB01 2/5/2020	38.10656	38.10656	-122.05344	-122.05344
EDSM 20-28-FT01 2/6/2020	38.05284	38.05284	-121.63766	-121.63766
EDSM 20-28-HC01 2/6/2020	38.02285	38.02285	-121.56266	-121.56266
EDSM 20-28-RV03 2/6/2020	38.11066	38.11066	-121.70281	-121.70281
EDSM 20-28-RV01 2/6/2020	38.16497	38.16497	-121.67547	-121.67547
EDSM 20-28-RV04 2/6/2020	38.16823	38.16823	-121.67741	-121.67741
EDSM 20-28-SPE02 2/6/2020	38.03874	38.03874	-122.28502	-122.28502
EDSM 20-28-HC02 2/6/2020	37.97955	37.97955	-121.57261	-121.57261
EDSM 20-28-SPE01 2/6/2020	38.0489	38.0489	-122.27359	-122.27359
EDSM 20-28-LNR01 2/6/2020	38.11651	38.11651	-122.28123	-122.28123
EDSM 20-29-RV03 2/10/2020	38.12217	38.12217	-121.69554	-121.69554
EDSM 20-29-FT02 2/10/2020	38.0176	38.0176	-121.63255	-121.63255
EDSM 20-29-FT01 2/10/2020	38.00394	38.00394	-121.6265	-121.6265
EDSM 20-29-SPE01 2/10/2020	38.05857	38.05857	-122.28776	-122.28776
EDSM 20-29-RV01 2/10/2020	38.09951	38.09951	-121.72696	-121.72696
EDSM 20-29-RS01 2/10/2020	37.92111	37.92111	-121.59091	-121.59091
EDSM 20-29-RV02 2/10/2020	38.10763	38.10763	-121.69357	-121.69357
EDSM 20-29-CQS02 2/10/2020	38.03981	38.03981	-122.15893	-122.15893
EDSM 20-29-HC01 2/10/2020	38.02343	38.02343	-121.56365	-121.56365
EDSM 20-29-SBW02 2/10/2020	38.04444	38.04444	-122.11819	-122.11819
EDSM 20-29-MIW01 2/11/2020	37.97761	37.97761	-121.52841	-121.52841
EDSM 20-29-SBW01 2/10/2020	38.04549	38.04549	-122.1103	-122.1103
EDSM 20-29-LSR01 2/11/2020	38.06339	38.06339	-121.81201	-121.81201
EDSM 20-29-MIW02 2/11/2020	37.99021	37.99021	-121.52273	-121.52273
EDSM 20-29-LSR02 2/11/2020	38.07492	38.07492	-121.76563	-121.76563
EDSM 20-29-RV04 2/11/2020	38.09755	38.09755	-121.73016	-121.73016
EDSM 20-29-CQS01 2/11/2020	38.05798	38.05798	-122.19913	-122.19913
EDSM 20-29-FT03 2/11/2020	38.02618	38.02618	-121.59435	-121.59435
EDSM 20-29-RV05 2/11/2020	38.11678	38.11678	-121.70491	-121.70491
EDSM 20-29-CF01 2/11/2020	38.03381	38.03381	-121.83026	-121.83026
EDSM 20-29-CF02 2/11/2020	38.03715	38.03715	-121.84041	-121.84041
EDSM 20-29-SBM02 2/12/2020	38.06007	38.06007	-122.03264	-122.03264
EDSM 20-29-SBM01 2/12/2020	38.06094	38.06094	-122.02696	-122.02696
EDSM 20-29-CS03 2/12/2020	38.2888	38.2888	-121.6663	-121.6663
EDSM 20-29-PP02 2/12/2020	38.04852	38.04852	-121.52708	-121.52708
EDSM 20-29-CS02 2/12/2020	38.26655	38.26655	-121.69294	-121.69294
EDSM 20-29-CF03 2/12/2020	38.06267	38.06267	-121.85505	-121.85505
EDSM 20-29-CS01 2/12/2020	38.24443	38.24443	-121.69395	-121.69395
EDSM 20-29-SJT01 2/12/2020	38.0956	38.0956	-121.65184	-121.65184
EDSM 20-29-PP01 2/12/2020	38.09633	38.09633	-121.58699	-121.58699
EDSM 20-29-PP03 2/12/2020	38.07488	38.07488	-121.56373	-121.56373
EDSM 20-29-LSJ02 2/13/2020	38.01622	38.01622	-121.78425	-121.78425
EDSM 20-29-SM01 2/13/2020	38.12754	38.12754	-122.08196	-122.08196
EDSM 20-29-LSJ01 2/13/2020	38.04103	38.04103	-121.7094	-121.7094
EDSM 20-29-LSSC02 2/13/2020	38.31481	38.31481	-121.65183	-121.65183
EDSM 20-29-SJT02 2/13/2020	38.09331	38.09331	-121.67316	-121.67316
EDSM 20-29-SM02 2/13/2020	38.15197	38.15197	-122.05527	-122.05527
EDSM 20-29-SM03 2/13/2020	38.12851	38.12851	-121.9158	-121.9158
EDSM 20-29-LSSC01 2/13/2020	38.45058	38.45058	-121.59389	-121.59389
EDSM 20-29-USSC01 2/13/2020	38.56448	38.56448	-121.55364	-121.55364
EDSM 20-30-VC01 2/18/2020	37.87682	37.87682	-121.51701	-121.51701
EDSM 20-30-GB01 2/18/2020	38.10914	38.10914	-122.05501	-122.05501
EDSM 20-30-USSC01 2/18/2020	38.53233	38.53233	-121.58461	-121.58461
EDSM 20-30-MIW01 2/18/2020	37.98875	37.98875	-121.51831	-121.51831
EDSM 20-30-SM02 2/18/2020	38.15703	38.15703	-122.04931	-122.04931
EDSM 20-30-LSSC02 2/18/2020	38.39097	38.39097	-121.62196	-121.62196
EDSM 20-30-SM01 2/18/2020	38.14905	38.14905	-121.9155	-121.9155
EDSM 20-30-LSSC01 2/18/2020	38.3079	38.3079	-121.65415	-121.65415
EDSM 20-30-MIW02 2/18/2020	38.03299	38.03299	-121.52339	-121.52339
EDSM 20-30-HC02 2/19/2020	38.07086	38.07086	-121.58104	-121.58104
EDSM 20-30-CS01 2/19/2020	38.28604	38.28604	-121.72122	-121.72122
EDSM 20-30-CS04 2/19/2020	38.26018	38.26018	-121.67031	-121.67031
EDSM 20-30-SBM02 2/19/2020	38.06021	38.06021	-122.00339	-122.00339
EDSM 20-30-HB01 2/19/2020	38.06477	38.06477	-121.96754	-121.96754
EDSM 20-30-HC01 2/19/2020	38.00435	38.00435	-121.57851	-121.57851
EDSM 20-30-CF01 2/19/2020	38.05041	38.05041	-121.92489	-121.92489
EDSM 20-30-FT01 2/19/2020	38.03828	38.03828	-121.60854	-121.60854
EDSM 20-30-CS02 2/19/2020	38.24886	38.24886	-121.70993	-121.70993
EDSM 20-30-CS03 2/19/2020	38.2333	38.2333	-121.67834	-121.67834
EDSM 20-30-LSR03 2/20/2020	38.06828	38.06828	-121.82588	-121.82588
EDSM 20-30-LSJ02 2/20/2020	38.03125	38.03125	-121.76356	-121.76356
EDSM 20-30-SBM01 2/20/2020	38.06537	38.06537	-122.01872	-122.01872
EDSM 20-30-LSR01 2/20/2020	38.06044	38.06044	-121.80304	-121.80304
EDSM 20-30-LSJ04 2/20/2020	38.019	38.019	-121.77498	-121.77498
EDSM 20-30-SBW02 2/20/2020	38.09832	38.09832	-122.07147	-122.07147
EDSM 20-30-LSR02 2/20/2020	38.07416	38.07416	-121.76348	-121.76348
EDSM 20-30-LSJ01 2/20/2020	38.01777	38.01777	-121.79448	-121.79448
EDSM 20-30-RV02 2/20/2020	38.12289	38.12289	-121.70175	-121.70175
EDSM 20-30-SBW01 2/20/2020	38.04694	38.04694	-122.12005	-122.12005
EDSM 20-30-SBW03 2/20/2020	38.06408	38.06408	-122.10408	-122.10408
EDSM 20-30-CQS01 2/21/2020	38.05884	38.05884	-122.2173	-122.2173
EDSM 20-30-PP01 2/21/2020	38.10066	38.10066	-121.59338	-121.59338
EDSM 20-30-RV04 2/21/2020	38.0971	38.0971	-121.73199	-121.73199
EDSM 20-30-CQS02 2/21/2020	38.03719	38.03719	-122.1554	-122.1554
EDSM 20-30-SPE01 2/21/2020	38.05923	38.05923	-122.26549	-122.26549
EDSM 20-30-RV03 2/21/2020	38.15078	38.15078	-121.68949	-121.68949
EDSM 20-30-SJT01 2/21/2020	38.09334	38.09334	-121.62941	-121.62941
EDSM 20-30-LSJ03 2/21/2020	38.01332	38.01332	-121.68242	-121.68242
EDSM 20-30-LNR01 2/21/2020	38.12114	38.12114	-122.27968	-122.27968
EDSM 20-30-RV01 2/21/2020	38.1657	38.1657	-121.67802	-121.67802
EDSM 20-31-PP01 2/24/2020	38.04484	38.04484	-121.50098	-121.50098
EDSM 20-31-USSC01 2/24/2020	38.55367	38.55367	-121.57738	-121.57738
EDSM 20-31-SPE02 2/24/2020	38.07138	38.07138	-122.32394	-122.32394
EDSM 20-31-SPE03 2/24/2020	38.04211	38.04211	-122.29238	-122.29238
EDSM 20-31-USSC02 2/24/2020	38.5091	38.5091	-121.58457	-121.58457
EDSM 20-31-SJT01 2/24/2020	38.08604	38.08604	-121.64692	-121.64692
EDSM 20-31-SPE01 2/24/2020	38.0441	38.0441	-122.2703	-122.2703
EDSM 20-31-SJT02 2/24/2020	38.08703	38.08703	-121.68242	-121.68242
EDSM 20-31-LSSC01 2/24/2020	38.36586	38.36586	-121.63321	-121.63321
EDSM 20-31-CQS01 2/24/2020	38.05769	38.05769	-122.18145	-122.18145
EDSM 20-31-SBW01 2/24/2020	38.06126	38.06126	-122.10637	-122.10637
EDSM 20-31-LSJ03 2/25/2020	38.02002	38.02002	-121.79699	-121.79699
EDSM 20-31-CF01 2/25/2020	38.04787	38.04787	-121.9333	-121.9333
EDSM 20-31-LSJ01 2/25/2020	38.01643	38.01643	-121.78262	-121.78262
EDSM 20-31-SBM02 2/25/2020	38.09391	38.09391	-122.05903	-122.05903
EDSM 20-31-LSJ02 2/25/2020	38.02965	38.02965	-121.76257	-121.76257
EDSM 20-31-CS01 2/25/2020	38.41369	38.41369	-121.61525	-121.61525
EDSM 20-31-CS02 2/25/2020	38.27705	38.27705	-121.71001	-121.71001
EDSM 20-31-CS03 2/25/2020	38.26699	38.26699	-121.70001	-121.70001
EDSM 20-31-CS04 2/25/2020	38.23624	38.23624	-121.68205	-121.68205
EDSM 20-31-LSJ04 2/25/2020	38.02524	38.02524	-121.75738	-121.75738
EDSM 20-31-SBM04 2/25/2020	38.10219	38.10219	-122.03197	-122.03197
EDSM 20-31-LSR02 2/26/2020	38.06211	38.06211	-121.8109	-121.8109
EDSM 20-31-SBM05 2/26/2020	38.06197	38.06197	-121.97902	-121.97902
EDSM 20-31-LSR01 2/26/2020	38.07449	38.07449	-121.76432	-121.76432
EDSM 20-31-VC01 2/26/2020	37.8539	37.8539	-121.56284	-121.56284
EDSM 20-31-SBM01 2/26/2020	38.05994	38.05994	-122.00739	-122.00739
EDSM 20-31-MIW02 2/26/2020	37.99484	37.99484	-121.52661	-121.52661
EDSM 20-31-MRW01 2/26/2020	37.90529	37.90529	-121.51311	-121.51311
EDSM 20-31-RV04 2/26/2020	38.1068	38.1068	-121.705	-121.705
EDSM 20-31-SBM03 2/26/2020	38.06595	38.06595	-122.0236	-122.0236
EDSM 20-31-RV02 2/27/2020	38.09248	38.09248	-121.68501	-121.68501
EDSM 20-31-FT01 2/27/2020	38.01863	38.01863	-121.60374	-121.60374
EDSM 20-31-SM02 2/27/2020	38.15568	38.15568	-122.0721	-122.0721
EDSM 20-31-SM01 2/27/2020	38.15643	38.15643	-122.05159	-122.05159
EDSM 20-31-RV03 2/27/2020	38.11396	38.11396	-121.6996	-121.6996
EDSM 20-31-SM03 2/27/2020	38.18305	38.18305	-121.98911	-121.98911
EDSM 20-31-RV01 2/27/2020	38.14067	38.14067	-121.69287	-121.69287
EDSM 20-31-GB01 2/27/2020	38.10742	38.10742	-122.0501	-122.0501
EDSM 20-31-HC01 2/27/2020	38.0262	38.0262	-121.56351	-121.56351
EDSM 20-31-MIW01 2/27/2020	38.02638	38.02638	-121.52415	-121.52415
EDSM 20-31-SM04 2/27/2020	38.13266	38.13266	-121.91519	-121.91519
EDSM 20-32-PP01 3/2/2020	38.09831	38.09831	-121.59302	-121.59302
EDSM 20-32-PP03 3/2/2020	38.10138	38.10138	-121.58536	-121.58536
EDSM 20-32-SM03 3/2/2020	38.13896	38.13896	-122.0814	-122.0814
EDSM 20-32-HC01 3/2/2020	38.06716	38.06716	-121.58065	-121.58065
EDSM 20-32-SM02 3/2/2020	38.18169	38.18169	-122.05047	-122.05047
EDSM 20-32-SM01 3/2/2020	38.15494	38.15494	-121.92283	-121.92283
EDSM 20-32-LSR02 3/2/2020	38.08635	38.08635	-121.74357	-121.74357
EDSM 20-32-SBW02 3/3/2020	38.05872	38.05872	-122.10136	-122.10136
EDSM 20-32-LSJ02 3/3/2020	38.03347	38.03347	-121.71479	-121.71479
EDSM 20-32-LSR01 3/3/2020	38.06164	38.06164	-121.82048	-121.82048
EDSM 20-32-LSR03 3/3/2020	38.06045	38.06045	-121.78982	-121.78982
EDSM 20-32-LSJ01 3/3/2020	38.03059	38.03059	-121.74058	-121.74058
EDSM 20-32-SJT01 3/3/2020	38.0734	38.0734	-121.6766	-121.6766
EDSM 20-32-RV02 3/3/2020	38.15278	38.15278	-121.68289	-121.68289
EDSM 20-32-SBW01 3/3/2020	38.07306	38.07306	-122.09045	-122.09045
EDSM 20-32-LSR04 3/3/2020	38.04233	38.04233	-121.8214	-121.8214
EDSM 20-32-SBM01 3/3/2020	38.09779	38.09779	-122.06638	-122.06638
EDSM 20-32-CS01 3/4/2020	38.33017	38.33017	-121.66731	-121.66731
EDSM 20-32-SBM02 3/4/2020	38.06622	38.06622	-122.04406	-122.04406
EDSM 20-32-PP02 3/4/2020	38.04369	38.04369	-121.50451	-121.50451
EDSM 20-32-RS01 3/4/2020	37.91744	37.91744	-121.58324	-121.58324
EDSM 20-32-CS03 3/4/2020	38.26993	38.26993	-121.66858	-121.66858
EDSM 20-32-CF02 3/4/2020	38.04731	38.04731	-121.89777	-121.89777
EDSM 20-32-CS02 3/4/2020	38.24678	38.24678	-121.70035	-121.70035
EDSM 20-32-OR01 3/4/2020	37.92618	37.92618	-121.55898	-121.55898
EDSM 20-32-RV01 3/4/2020	38.16143	38.16143	-121.67734	-121.67734
EDSM 20-32-CF01 3/4/2020	38.06934	38.06934	-121.84758	-121.84758
EDSM 20-32-SBM03 3/4/2020	38.05513	38.05513	-122.04434	-122.04434
EDSM 20-32-MIW02 3/5/2020	38.02745	38.02745	-121.52344	-121.52344
EDSM 20-32-MIW01 3/5/2020	37.97855	37.97855	-121.52976	-121.52976
EDSM 20-32-LSSC02 3/5/2020	38.32307	38.32307	-121.64985	-121.64985
EDSM 20-32-LSSC03 3/5/2020	38.42012	38.42012	-121.60819	-121.60819
EDSM 20-32-SPE02 3/5/2020	38.06307	38.06307	-122.31663	-122.31663
EDSM 20-32-SPE01 3/5/2020	38.04714	38.04714	-122.28948	-122.28948
EDSM 20-32-FT01 3/5/2020	38.0293	38.0293	-121.60534	-121.60534
EDSM 20-32-CQS01 3/5/2020	38.03217	38.03217	-122.16737	-122.16737
EDSM 20-32-LSSC01 3/5/2020	38.47038	38.47038	-121.58487	-121.58487
EDSM 20-33-LSR02 3/9/2020	38.07965	38.07965	-121.75969	-121.75969
EDSM 20-33-MIW01 3/9/2020	37.98986	37.98986	-121.51672	-121.51672
EDSM 20-33-MRW01 3/9/2020	37.9515	37.9515	-121.53285	-121.53285
EDSM 20-33-RV02 3/9/2020	38.12735	38.12735	-121.68917	-121.68917
EDSM 20-33-SPE01 3/9/2020	38.04408	38.04408	-122.28604	-122.28604
EDSM 20-33-CQS02 3/9/2020	38.06521	38.06521	-122.24853	-122.24853
EDSM 20-33-RV01 3/9/2020	38.15743	38.15743	-121.68692	-121.68692
EDSM 20-33-SBW02 3/9/2020	38.06724	38.06724	-122.08296	-122.08296
EDSM 20-33-CQS01 3/9/2020	38.02789	38.02789	-122.15147	-122.15147
EDSM 20-33-HC01 3/10/2020	38.05596	38.05596	-121.58139	-121.58139
EDSM 20-33-CF02 3/10/2020	38.02503	38.02503	-121.81996	-121.81996
EDSM 20-33-HC02 3/10/2020	38.06922	38.06922	-121.57679	-121.57679
EDSM 20-33-LSR01 3/10/2020	38.05778	38.05778	-121.79965	-121.79965
EDSM 20-33-CF01 3/10/2020	38.03037	38.03037	-121.84854	-121.84854
EDSM 20-33-RS01 3/10/2020	37.96431	37.96431	-121.59891	-121.59891
EDSM 20-33-LSR04 3/10/2020	38.06107	38.06107	-121.79114	-121.79114
EDSM 20-33-LSR03 3/10/2020	38.0687	38.0687	-121.77286	-121.77286
EDSM 20-33-CF03 3/10/2020	38.04636	38.04636	-121.92112	-121.92112
EDSM 20-33-PP01 3/11/2020	38.09983	38.09983	-121.58795	-121.58795
EDSM 20-33-HB01 3/11/2020	38.05802	38.05802	-121.94898	-121.94898
