"Station","DateTime.PT","Depth.feet","Temp.C","SpCond.uS","pH","ODOsat..","ODO.mg.L","Turbid..NTU","Chl.ug.L","Chl.RFU","Date"
"62",2014-10-07 10:40:44,16.064998626709,21.0099983215332,516,8.19999980926514,95.5,8.5,16.0999984741211,3.19999980926514,0.799999952316284,2014-10-07
"62",2014-10-07 10:41:02,20.3049983978271,21,520,8.19999980926514,95,8.44999980926514,17.3999996185303,3.29999995231628,0.799999952316284,2014-10-07
"62",2014-10-07 10:41:23,24.4809989929199,21,521,8.19999980926514,94.6999969482422,8.42999935150146,17.5,2.69999980926514,0.599999964237213,2014-10-07
"62",2014-10-07 10:41:46,28.9889984130859,21,522,8.19999980926514,94.5999984741211,8.41999912261963,17.5,3.29999995231628,0.799999952316284,2014-10-07
"62",2014-10-07 10:42:13,32.0849990844727,21,521,8.19999980926514,94.3999938964844,8.39999961853027,18.8999996185303,3.09999990463257,0.699999988079071,2014-10-07
"66",2014-10-07 10:55:57,1.14499998092651,21.5099983215332,687,8.33999919891357,100.299995422363,8.82999992370605,17,3.39999985694885,0.799999952316284,2014-10-07
"66",2014-10-07 10:56:17,2.26799988746643,21.189998626709,696,8.32999992370605,99.3999938964844,8.80999946594238,17.3999996185303,4.39999961853027,1,2014-10-07
"66",2014-10-07 10:56:35,3.61099982261658,21.0699996948242,701,8.32999992370605,98.6999969482422,8.76999950408936,18.1999988555908,4.29999971389771,1,2014-10-07
"66",2014-10-07 10:56:53,5.69999980926514,21.0399990081787,704,8.32999992370605,98,8.71999931335449,18.3999996185303,4.09999990463257,1,2014-10-07
"66",2014-10-07 10:57:12,7.61499977111816,21.019998550415,704,8.31999969482422,97.5999984741211,8.67999935150146,18.8999996185303,4,0.899999976158142,2014-10-07
"66",2014-10-07 10:57:37,10.9749994277954,20.9199981689453,701,8.30999946594238,96.2999954223633,8.57999992370605,19.5,3.59999990463257,0.799999952316284,2014-10-07
"66",2014-10-07 10:57:56,13.4209995269775,20.9099998474121,698,8.30999946594238,95.7999954223633,8.53999996185303,19.7999992370605,3.09999990463257,0.699999988079071,2014-10-07
"66",2014-10-07 10:58:15,17.0989990234375,20.8999996185303,697,8.29999923706055,95.7999954223633,8.53999996185303,19.7999992370605,2.89999985694885,0.699999988079071,2014-10-07
"66",2014-10-07 10:58:34,20.0059986114502,20.8899993896484,697,8.29999923706055,95.6999969482422,8.52999973297119,20.5999984741211,3.29999995231628,0.799999952316284,2014-10-07
"66",2014-10-07 10:58:54,24.4369983673096,20.8899993896484,697,8.29999923706055,95.0999984741211,8.47999954223633,20.3999996185303,3.39999985694885,0.799999952316284,2014-10-07
"66",2014-10-07 10:59:14,28.1209983825684,20.8899993896484,698,8.29999923706055,94.8999938964844,8.45999908447266,20.3999996185303,3.5,0.799999952316284,2014-10-07
"66",2014-10-07 10:59:37,31.3669986724854,20.8899993896484,697,8.29999923706055,94.6999969482422,8.44999980926514,20.8999996185303,3.69999980926514,0.899999976158142,2014-10-07
"66",2014-10-07 10:59:59,33.0689964294434,20.8899993896484,697,8.29999923706055,94.6999969482422,8.4399995803833,20.8999996185303,3.09999990463257,0.699999988079071,2014-10-07
"70",2014-10-07 11:13:27,1.22299993038177,22.0499992370605,958,8.44999980926514,102.099998474121,8.88999938964844,12,6.79999971389771,1.59999990463257,2014-10-07
"70",2014-10-07 11:13:56,2.34499979019165,21.4699993133545,959,8.41999912261963,99.5,8.76999950408936,12.1999998092651,4.29999971389771,1,2014-10-07
"70",2014-10-07 11:14:20,3.49799990653992,21.3999996185303,958,8.40999984741211,97.8999938964844,8.63999938964844,13,4.39999961853027,1.09999990463257,2014-10-07
"70",2014-10-07 11:14:44,5.17699956893921,21.3399982452393,958,8.39999961853027,97.0999984741211,8.57999992370605,13.0999994277954,3.89999985694885,0.899999976158142,2014-10-07
"70",2014-10-07 11:15:08,7.55099964141846,21.2599983215332,953,8.38999938964844,95.0999984741211,8.40999984741211,13.7999992370605,2.89999985694885,0.699999988079071,2014-10-07
"70",2014-10-07 11:15:29,10.6009998321533,21.2399997711182,951,8.3799991607666,94.0999984741211,8.32999992370605,14.2999992370605,3.19999980926514,0.699999988079071,2014-10-07
"70",2014-10-07 11:15:52,13.8539991378784,21.2399997711182,950,8.3799991607666,93.5999984741211,8.27999973297119,14.6999998092651,2.89999985694885,0.699999988079071,2014-10-07
"70",2014-10-07 11:16:15,16.7719993591309,21.2299995422363,949,8.3799991607666,93.1999969482422,8.25,14.5999994277954,2,0.5,2014-10-07
"70",2014-10-07 11:16:41,19.9649982452393,21.2199993133545,945,8.36999988555908,93.2999954223633,8.25999927520752,15.5,3.09999990463257,0.699999988079071,2014-10-07
"70",2014-10-07 11:17:02,23.4799995422363,21.2199993133545,944,8.36999988555908,93,8.23999977111816,15.8999996185303,2.89999985694885,0.699999988079071,2014-10-07
"70",2014-10-07 11:17:21,27.5309982299805,21.1999988555908,938,8.36999988555908,92.5999984741211,8.19999980926514,16.2999992370605,2.89999985694885,0.699999988079071,2014-10-07
"70",2014-10-07 11:17:42,31.0019989013672,21.1999988555908,936,8.36999988555908,92.5999984741211,8.19999980926514,17.0999984741211,2.69999980926514,0.599999964237213,2014-10-07
"70",2014-10-07 11:18:35,34.2699966430664,21.189998626709,934,8.36999988555908,92.6999969482422,8.20999908447266,22.3999977111816,3.19999980926514,0.799999952316284,2014-10-07
"74",2014-10-07 11:28:07,1.05999994277954,22.9699993133545,1072,8.54999923706055,109.699996948242,9.3799991607666,9.59999942779541,5.39999961853027,1.29999995231628,2014-10-07
"74",2014-10-07 11:28:34,1.97499990463257,22.439998626709,1069,8.58999919891357,111.199996948242,9.60999965667725,10.5,7.59999990463257,1.79999995231628,2014-10-07
"74",2014-10-07 11:29:01,3.5389997959137,21.7999992370605,1073,8.54999923706055,109,9.53999996185303,11.7999992370605,6.89999961853027,1.59999990463257,2014-10-07
"74",2014-10-07 11:29:26,5.36299991607666,21.6299991607666,1063,8.5,104.5,9.16999912261963,12,5,1.19999992847443,2014-10-07
"74",2014-10-07 11:29:54,7.58899974822998,21.5699996948242,1059,8.47999954223633,100.599998474121,8.83999919891357,12.1999998092651,3.39999985694885,0.799999952316284,2014-10-07
"74",2014-10-07 11:30:17,9.71199989318848,21.5399990081787,1061,8.45999908447266,98.1999969482422,8.63999938964844,12.2999992370605,2.79999995231628,0.699999988079071,2014-10-07
"74",2014-10-07 11:30:40,12.342999458313,21.5,1065,8.4399995803833,96,8.44999980926514,12.3999996185303,2.69999980926514,0.599999964237213,2014-10-07
"74",2014-10-07 11:31:01,14.673999786377,21.4099998474121,1065,8.41999912261963,93.6999969482422,8.25999927520752,12.1999998092651,2.5,0.599999964237213,2014-10-07
"74",2014-10-07 11:31:26,17.3709983825684,21.3499984741211,1070,8.39999961853027,91.1999969482422,8.04999923706055,12.1999998092651,2.69999980926514,0.599999964237213,2014-10-07
"74",2014-10-07 11:31:51,19.9419994354248,21.2799987792969,1083,8.3799991607666,88.0999984741211,7.78999996185303,12.5999994277954,2.5,0.599999964237213,2014-10-07
"74",2014-10-07 11:32:16,23.1559982299805,21.25,1091,8.36999988555908,86.0999984741211,7.60999965667725,14,2.29999995231628,0.5,2014-10-07
"74",2014-10-07 11:32:33,25.7199993133545,21.2399997711182,1093,8.35999965667725,84.7999954223633,7.50999975204468,15.2999992370605,2.29999995231628,0.5,2014-10-07
"74",2014-10-07 11:32:50,28.1829986572266,21.2399997711182,1092,8.35999965667725,84.2999954223633,7.45999956130981,16.5999984741211,2.59999990463257,0.599999964237213,2014-10-07
"74",2014-10-07 11:33:19,31.7969989776611,21.2399997711182,1087,8.34999942779541,83.5999984741211,7.39999961853027,22.2999992370605,2.39999985694885,0.599999964237213,2014-10-07
"76",2014-10-07 11:41:16,1.35399997234344,23,1149,8.59999942779541,110.799995422363,9.46999931335449,6.69999980926514,5.09999990463257,1.19999992847443,2014-10-07
"76",2014-10-07 11:42:01,2.1489999294281,22.3899993896484,1149,8.6299991607666,114.099998474121,9.8799991607666,8.39999961853027,8.19999980926514,2,2014-10-07
"76",2014-10-07 11:42:27,3.18799996376038,22.0599994659424,1146,8.63999938964844,114,9.92999935150146,9.29999923706055,10,2.39999985694885,2014-10-07
"76",2014-10-07 11:42:48,4.64099979400635,21.8399982452393,1147,8.59999942779541,112.5,9.82999992370605,9.5,8.39999961853027,2,2014-10-07
"76",2014-10-07 11:43:09,6.01799964904785,21.75,1146,8.57999992370605,108.399993896484,9.5,9.59999942779541,7,1.69999992847443,2014-10-07
"76",2014-10-07 11:43:30,8.36899948120117,21.6999988555908,1145,8.56999969482422,106.199996948242,9.30999946594238,9.69999980926514,5.69999980926514,1.29999995231628,2014-10-07
"76",2014-10-07 11:43:50,11.221999168396,21.5999984741211,1145,8.52999973297119,103.299995422363,9.06999969482422,10.0999994277954,4.5,1.09999990463257,2014-10-07
"76",2014-10-07 11:44:13,13.8659992218018,21.5799999237061,1151,8.5,98.0999984741211,8.61999988555908,9.79999923706055,4.09999990463257,1,2014-10-07
"76",2014-10-07 11:44:33,16.3089981079102,21.5399990081787,1159,8.47999954223633,95.2999954223633,8.3799991607666,9.59999942779541,3.19999980926514,0.799999952316284,2014-10-07
"76",2014-10-07 11:44:55,19.7549991607666,21.4299983978271,1166,8.42999935150146,90,7.92999982833862,9.5,3.19999980926514,0.699999988079071,2014-10-07
"76",2014-10-07 11:45:11,22.0399990081787,21.3999996185303,1171,8.40999984741211,85.8999938964844,7.57999992370605,10,2.5,0.599999964237213,2014-10-07
"76",2014-10-07 11:45:32,24.8719997406006,21.3299999237061,1167,8.3799991607666,81.7999954223633,7.22999954223633,12.6999998092651,2.89999985694885,0.699999988079071,2014-10-07
"76",2014-10-07 11:45:58,28.1259994506836,21.2899990081787,1161,8.35999965667725,78.5999984741211,6.9399995803833,16.7999992370605,2.79999995231628,0.699999988079071,2014-10-07
"76",2014-10-07 11:46:45,33.4919967651367,21.2799987792969,1161,8.34999942779541,76.7999954223633,6.77999973297119,26.5,2.79999995231628,0.699999988079071,2014-10-07
"84",2014-10-07 11:54:05,1.1159999370575,23.25,1213,8.6899995803833,117.599998474121,10.0099992752075,4.29999971389771,5.69999980926514,1.39999997615814,2014-10-07
"84",2014-10-07 11:54:35,2.0239999294281,22.6699981689453,1211,8.70999908447266,119,10.2399997711182,4.39999961853027,7,1.69999992847443,2014-10-07
"84",2014-10-07 11:55:00,3.29299998283386,22.3899993896484,1210,8.70999908447266,120.299995422363,10.3999996185303,4.59999990463257,7.89999961853027,1.89999997615814,2014-10-07
"84",2014-10-07 11:55:20,4.35299968719482,22.2899990081787,1209,8.70999908447266,120.099998474121,10.4099998474121,4.69999980926514,8,1.89999997615814,2014-10-07
"84",2014-10-07 11:55:41,5.860999584198,22.1699981689453,1209,8.67999935150146,117.799995422363,10.2299995422363,4.69999980926514,7.19999980926514,1.69999992847443,2014-10-07
"84",2014-10-07 11:56:04,7.14599990844727,22.1199989318848,1209,8.67999935150146,115.699996948242,10.0599994659424,4.69999980926514,7,1.69999992847443,2014-10-07
"84",2014-10-07 11:56:25,9.6569995880127,22.0299987792969,1207,8.64999961853027,113.099998474121,9.84999942779541,4.69999980926514,6.29999971389771,1.5,2014-10-07
"84",2014-10-07 11:56:47,12.2359991073608,21.689998626709,1195,8.47999954223633,101.599998474121,8.90999984741211,5.5,5.09999990463257,1.19999992847443,2014-10-07
"84",2014-10-07 11:57:10,14.5819997787476,21.5299987792969,1191,8.3799991607666,86,7.56999969482422,6.19999980926514,3.19999980926514,0.799999952316284,2014-10-07
"84",2014-10-07 11:57:26,17.3209991455078,21.4899997711182,1187,8.35999965667725,79.6999969482422,7.01999998092651,6.59999990463257,2.89999985694885,0.699999988079071,2014-10-07
"84",2014-10-07 11:57:51,20.3119983673096,21.4199981689453,1181,8.32999992370605,74.3999938964844,6.55999994277954,7.59999990463257,2.5,0.599999964237213,2014-10-07
"84",2014-10-07 11:58:07,23.6509990692139,21.3699989318848,1176,8.32999992370605,72.7999954223633,6.41999959945679,8.39999961853027,2.29999995231628,0.599999964237213,2014-10-07
"84",2014-10-07 11:58:31,28.7489986419678,21.2899990081787,1167,8.29999923706055,70.7999954223633,6.25999975204468,11.6999998092651,2.09999990463257,0.5,2014-10-07
"84",2014-10-07 11:58:55,32.0469970703125,21.2599983215332,1164,8.28999996185303,69.0999984741211,6.10999965667725,16.5999984741211,2.59999990463257,0.599999964237213,2014-10-07
"84",2014-10-07 11:59:16,35.4209976196289,21.2599983215332,1164,8.27999973297119,68.3999938964844,6.03999996185303,24,2.89999985694885,0.699999988079071,2014-10-07
"WSP",2014-10-07 12:13:43,1.1599999666214,23.2199993133545,1209,8.77999973297119,136.099990844727,11.5799999237061,7.79999971389771,20.7999992370605,5,2014-10-07
"WSP",2014-10-07 12:14:15,1.87699997425079,22.939998626709,1207,8.79999923706055,140.299987792969,12.0099992752075,8.69999980926514,45.8999977111816,10.8999996185303,2014-10-07
"WSP",2014-10-07 12:14:41,2.98299980163574,22.4299983978271,1212,8.65999984741211,129,11.1499996185303,6.5,21.7999992370605,5.19999980926514,2014-10-07
"WSP",2014-10-07 12:15:07,3.92199993133545,22.1499996185303,1213,8.44999980926514,105.099998474121,9.1299991607666,5.5,9.59999942779541,2.29999995231628,2014-10-07
"WSP",2014-10-07 12:15:37,5.04499959945679,22,1206,8.22999954223633,77.3999938964844,6.73999977111816,7.79999971389771,7,1.69999992847443,2014-10-07
"WSP",2014-10-07 12:16:01,6.04199981689453,21.9299983978271,1204,8.1899995803833,66.0999984741211,5.76999998092651,8.79999923706055,5.89999961853027,1.39999997615814,2014-10-07
"WSP",2014-10-07 12:16:31,7.00999975204468,21.8499984741211,1202,8.1299991607666,56.2999992370605,4.91999959945679,10.6999998092651,4.29999971389771,1,2014-10-07
"WSP",2014-10-07 12:16:57,8.22999954223633,21.769998550415,1203,8.11999988555908,52.5999984741211,4.59999990463257,9.79999923706055,3.59999990463257,0.899999976158142,2014-10-07
"WSP",2014-10-07 12:17:21,9.18299961090088,21.689998626709,1202,8.17999935150146,53.7999992370605,4.71999979019165,8.59999942779541,3.19999980926514,0.799999952316284,2014-10-07
"WSP",2014-10-07 12:17:46,10.1679992675781,21.6299991607666,1200,8.17999935150146,55,4.81999969482422,9.09999942779541,3.39999985694885,0.799999952316284,2014-10-07
"WSP",2014-10-07 12:18:09,11.2929992675781,21.5899982452393,1196,8.1299991607666,52.5999984741211,4.61999988555908,15.5999994277954,3.09999990463257,0.699999988079071,2014-10-07
"WSP",2014-10-07 12:18:34,12.5139999389648,21.5499992370605,1192,8.03999996185303,43.8999977111816,3.85999989509583,37.5999984741211,4,1,2014-10-07
"16",2014-11-18 09:15:44,0.83299994468689,14.5799999237061,673,7.51999998092651,89.3999938964844,9.07999992370605,11.3999996185303,3,0.699999988079071,2014-11-18
"16",2014-11-18 09:16:11,2.33699989318848,14.6399993896484,698,7.5,88.1999969482422,8.94999980926514,12.0999994277954,2,0.5,2014-11-18
"16",2014-11-18 09:16:35,4.04399967193604,14.6499996185303,713,7.48999977111816,88,8.92999935150146,11.8999996185303,2.29999995231628,0.599999964237213,2014-11-18
"16",2014-11-18 09:16:59,6.77499961853027,14.7099990844727,848,7.47999954223633,87.5,8.85999965667725,11.6999998092651,1.5,0.399999976158142,2014-11-18
"16",2014-11-18 09:17:21,9.10999965667725,14.7399997711182,879,7.48999977111816,87.3999938964844,8.83999919891357,12,2.29999995231628,0.5,2014-11-18
"16",2014-11-18 09:17:50,12.3349990844727,14.8299999237061,1091,7.48999977111816,87.1999969482422,8.79999923706055,13.7999992370605,2.39999985694885,0.599999964237213,2014-11-18
"16",2014-11-18 09:18:13,15.543999671936,14.8299999237061,1122,7.5,87.3999938964844,8.81999969482422,15.5,2.09999990463257,0.5,2014-11-18
"16",2014-11-18 09:18:30,18.4679985046387,14.8299999237061,1142,7.5,87.2999954223633,8.80999946594238,16.2999992370605,2.39999985694885,0.599999964237213,2014-11-18
"16",2014-11-18 09:18:54,21.5139999389648,14.8299999237061,1142,7.5,87.1999969482422,8.78999996185303,17.1999988555908,2.09999990463257,0.5,2014-11-18
"16",2014-11-18 09:19:11,21.9009990692139,14.8299999237061,1131,7.50999975204468,87.0999984741211,8.78999996185303,16.7999992370605,2.5,0.599999964237213,2014-11-18
"16",2014-11-18 09:19:22,25.5069999694824,14.8299999237061,1131,7.50999975204468,87,8.77999973297119,17.5999984741211,2,0.5,2014-11-18
"16",2014-11-18 09:19:45,29.4409999847412,14.8299999237061,1135,7.50999975204468,86.8999938964844,8.76999950408936,20.2999992370605,2.39999985694885,0.599999964237213,2014-11-18
"16",2014-11-18 09:20:06,31.0509986877441,14.8199996948242,1134,7.50999975204468,86.7999954223633,8.75999927520752,21.8999996185303,2.39999985694885,0.599999964237213,2014-11-18
"34",2014-11-18 09:39:26,1.70199990272522,14.4899997711182,214,7.3899998664856,87,8.85999965667725,4,0.799999952316284,0.199999988079071,2014-11-18
"34",2014-11-18 09:39:47,2.90399980545044,14.5,214,7.3899998664856,86.3999938964844,8.79999923706055,4.59999990463257,1.5,0.399999976158142,2014-11-18
"34",2014-11-18 09:40:17,4.75899982452393,14.5,213,7.3899998664856,85.8999938964844,8.75,4.59999990463257,1.69999992847443,0.399999976158142,2014-11-18
"34",2014-11-18 09:40:31,6.49899959564209,14.5,214,7.3899998664856,86,8.75999927520752,4.5,1.59999990463257,0.399999976158142,2014-11-18
"34",2014-11-18 09:40:47,8.43299961090088,14.4899997711182,214,7.39999961853027,86,8.75999927520752,4.5,1.59999990463257,0.399999976158142,2014-11-18
"34",2014-11-18 09:41:12,10.9989995956421,14.4899997711182,214,7.39999961853027,85.7999954223633,8.73999977111816,4.59999990463257,1.29999995231628,0.299999952316284,2014-11-18
"34",2014-11-18 09:41:26,13.8889999389648,14.4899997711182,214,7.39999961853027,85.5999984741211,8.71999931335449,5,1.59999990463257,0.399999976158142,2014-11-18
"34",2014-11-18 09:41:40,16.2259998321533,14.4899997711182,214,7.3899998664856,85.5,8.70999908447266,5,1.6,0.5,2014-11-18
"34",2014-11-18 09:41:51,18.1829986572266,14.4899997711182,214,7.39999961853027,85.3999938964844,8.70999908447266,4.89999961853027,1.59999990463257,0.399999976158142,2014-11-18
"34",2014-11-18 09:42:03,20.5229988098145,14.4899997711182,214,7.39999961853027,85.2999954223633,8.69999980926514,4.69999980926514,1.5,0.399999976158142,2014-11-18
"34",2014-11-18 09:42:15,22.939998626709,14.4899997711182,214,7.40999984741211,85.1999969482422,8.6899995803833,4.5,1.5,0.399999976158142,2014-11-18
"34",2014-11-18 09:42:29,25.8479995727539,14.4899997711182,215,7.39999961853027,85.1999969482422,8.67999935150146,4.39999961853027,1.59999990463257,0.399999976158142,2014-11-18
