StationName,DateTime,Analyte,DataStatus,ShortStationName,StationNumber,SampleCode,Date,AnalyteAbbr,Result,ResultSign,Units,Method,Depth,Description,Notes,Latitude,Longitude
False River near Oakley,2010-10-05 11:15:00,Field pH,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFG1010B0226,2010-10-05,pH,8.05,=,pH Units,EPA 150.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2010-10-26 12:25:00,Field Specific Conductance,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFJ1010B2275,2010-10-26,Conductivity_top,882,=,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2010-10-26 12:25:00,Field Specific Conductance,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFJ1010B2265,2010-10-26,Conductivity_top,882,=,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2010-10-26 12:25:00,Field Turbidity,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFJ1010B2265,2010-10-26,Turbidity,5.64,=,N.T.U.,EPA 180.1 (Field) [D-2]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2010-10-26 12:25:00,Field Turbidity,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFJ1010B2275,2010-10-26,Turbidity,5.64,=,N.T.U.,EPA 180.1 (Field) [D-2]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2010-10-26 12:25:00,Field Water Temperature,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFJ1010B2275,2010-10-26,Temperature,17.3,=,°C,EPA 170.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2010-10-26 12:25:00,Field Water Temperature,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFJ1010B2265,2010-10-26,Temperature,17.3,=,°C,EPA 170.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2010-10-26 12:25:00,Field pH,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFJ1010B2275,2010-10-26,pH,7.9,=,pH Units,EPA 150.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2010-10-26 12:25:00,Field pH,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFJ1010B2265,2010-10-26,pH,7.9,=,pH Units,EPA 150.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2010-11-16 12:36:00,Field Specific Conductance,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFF1110B2333,2010-11-16,Conductivity_top,1490,=,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2010-11-16 12:36:00,Field Specific Conductance,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFF1110B2341,2010-11-16,Conductivity_top,1490,=,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2010-11-16 12:36:00,Field Turbidity,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFF1110B2341,2010-11-16,Turbidity,5.42,=,N.T.U.,EPA 180.1 (Field) [D-2]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2010-11-16 12:36:00,Field Turbidity,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFF1110B2333,2010-11-16,Turbidity,5.42,=,N.T.U.,EPA 180.1 (Field) [D-2]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2010-11-16 12:36:00,Field Water Temperature,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFF1110B2341,2010-11-16,Temperature,15.2,=,°C,EPA 170.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2010-11-16 12:36:00,Field Water Temperature,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFF1110B2333,2010-11-16,Temperature,15.2,=,°C,EPA 170.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2010-11-16 12:36:00,Field pH,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFF1110B2333,2010-11-16,pH,7.91,=,pH Units,EPA 150.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2010-11-16 12:36:00,Field pH,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFF1110B2341,2010-11-16,pH,7.91,=,pH Units,EPA 150.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2010-12-03 15:15:00,Field Specific Conductance,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFK1210B2234,2010-12-03,Conductivity_top,1735,=,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2010-12-03 15:15:00,Field Specific Conductance,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFK1210B2249,2010-12-03,Conductivity_top,1735,=,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2010-12-03 15:15:00,Field Turbidity,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFK1210B2249,2010-12-03,Turbidity,7.18,=,N.T.U.,EPA 180.1 (Field) [D-2]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2010-12-03 15:15:00,Field Turbidity,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFK1210B2234,2010-12-03,Turbidity,7.18,=,N.T.U.,EPA 180.1 (Field) [D-2]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2010-12-03 15:15:00,Field Water Temperature,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFK1210B2234,2010-12-03,Temperature,10.4,=,°C,EPA 170.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2010-12-03 15:15:00,Field Water Temperature,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFK1210B2249,2010-12-03,Temperature,10.4,=,°C,EPA 170.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2010-12-03 15:15:00,Field pH,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFK1210B2249,2010-12-03,pH,7.86,=,pH Units,EPA 150.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2010-12-03 15:15:00,Field pH,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFK1210B2234,2010-12-03,pH,7.86,=,pH Units,EPA 150.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2010-12-30 12:46:00,Field Specific Conductance,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFF1210B0035,2010-12-30,Conductivity_top,167.5,=,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2010-12-30 12:46:00,Field Specific Conductance,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFF1210B0026,2010-12-30,Conductivity_top,167.5,=,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2010-12-30 12:46:00,Field Turbidity,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFF1210B0026,2010-12-30,Turbidity,13,=,N.T.U.,EPA 180.1 (Field) [D-2]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2010-12-30 12:46:00,Field Turbidity,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFF1210B0035,2010-12-30,Turbidity,13,=,N.T.U.,EPA 180.1 (Field) [D-2]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2010-12-30 12:46:00,Field Water Temperature,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFF1210B0026,2010-12-30,Temperature,10,=,°C,EPA 170.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2010-12-30 12:46:00,Field Water Temperature,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFF1210B0035,2010-12-30,Temperature,10,=,°C,EPA 170.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2010-12-30 12:46:00,Field pH,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFF1210B0035,2010-12-30,pH,7.6,=,pH Units,EPA 150.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2010-12-30 12:46:00,Field pH,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFF1210B0026,2010-12-30,pH,7.6,=,pH Units,EPA 150.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2011-01-19 13:35:00,Field Specific Conductance,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFK0111B0030,2011-01-19,Conductivity_top,192.4,=,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2011-01-19 13:35:00,Field Specific Conductance,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFK0111B0038,2011-01-19,Conductivity_top,192.4,=,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2011-01-19 13:35:00,Field Turbidity,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFK0111B0030,2011-01-19,Turbidity,10.55,=,N.T.U.,EPA 180.1 (Field) [D-2]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2011-01-19 13:35:00,Field Turbidity,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFK0111B0038,2011-01-19,Turbidity,10.55,=,N.T.U.,EPA 180.1 (Field) [D-2]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2011-01-19 13:35:00,Field Water Temperature,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFK0111B0030,2011-01-19,Temperature,8.9,=,°C,EPA 170.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2011-01-19 13:35:00,Field Water Temperature,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFK0111B0038,2011-01-19,Temperature,8.9,=,°C,EPA 170.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2011-01-19 13:35:00,Field pH,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFK0111B0038,2011-01-19,pH,7.55,=,pH Units,EPA 150.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2011-01-19 13:35:00,Field pH,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFK0111B0030,2011-01-19,pH,7.55,=,pH Units,EPA 150.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2011-02-01 12:40:00,Field Specific Conductance,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFJ0211B0015,2011-02-01,Conductivity_top,209.8,=,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2011-02-01 12:40:00,Field Specific Conductance,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFJ0211B0006,2011-02-01,Conductivity_top,209.8,=,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2011-02-01 12:40:00,Field Turbidity,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFJ0211B0006,2011-02-01,Turbidity,7.58,=,N.T.U.,EPA 180.1 (Field) [D-2]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2011-02-01 12:40:00,Field Turbidity,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFJ0211B0015,2011-02-01,Turbidity,7.58,=,N.T.U.,EPA 180.1 (Field) [D-2]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2011-02-01 12:40:00,Field Water Temperature,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFJ0211B0015,2011-02-01,Temperature,9.8,=,°C,EPA 170.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2011-02-01 12:40:00,Field Water Temperature,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFJ0211B0006,2011-02-01,Temperature,9.8,=,°C,EPA 170.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2011-02-01 12:40:00,Field pH,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFJ0211B0006,2011-02-01,pH,7.62,=,pH Units,EPA 150.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2011-02-01 12:40:00,Field pH,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFJ0211B0015,2011-02-01,pH,7.62,=,pH Units,EPA 150.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2011-02-09 10:40:00,Field Specific Conductance,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFJ0211B2233,2011-02-09,Conductivity_top,218.2,=,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2011-02-09 10:40:00,Field Specific Conductance,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFJ0211B2241,2011-02-09,Conductivity_top,218.2,=,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2011-02-09 10:40:00,Field Turbidity,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFJ0211B2233,2011-02-09,Turbidity,12.73,=,N.T.U.,EPA 180.1 (Field) [D-2]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2011-02-09 10:40:00,Field Turbidity,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFJ0211B2241,2011-02-09,Turbidity,12.73,=,N.T.U.,EPA 180.1 (Field) [D-2]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2011-02-09 10:40:00,Field Water Temperature,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFJ0211B2233,2011-02-09,Temperature,9.9,=,°C,EPA 170.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2011-02-09 10:40:00,Field Water Temperature,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFJ0211B2241,2011-02-09,Temperature,9.9,=,°C,EPA 170.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2011-02-09 10:40:00,Field pH,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFJ0211B2233,2011-02-09,pH,7.93,=,pH Units,EPA 150.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2011-02-09 10:40:00,Field pH,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFJ0211B2241,2011-02-09,pH,7.93,=,pH Units,EPA 150.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2011-03-01 14:00:00,Field Specific Conductance,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFJ0311B2256,2011-03-01,Conductivity_top,219,=,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2011-03-01 14:00:00,Field Specific Conductance,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFJ0311B2264,2011-03-01,Conductivity_top,219,=,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2011-03-01 14:00:00,Field Turbidity,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFJ0311B2256,2011-03-01,Turbidity,10.2,=,N.T.U.,EPA 180.1 (Field) [D-2]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2011-03-01 14:00:00,Field Turbidity,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFJ0311B2264,2011-03-01,Turbidity,10.2,=,N.T.U.,EPA 180.1 (Field) [D-2]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2011-03-01 14:00:00,Field Water Temperature,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFJ0311B2264,2011-03-01,Temperature,9.9,=,°C,EPA 170.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2011-03-01 14:00:00,Field Water Temperature,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFJ0311B2256,2011-03-01,Temperature,9.9,=,°C,EPA 170.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2011-03-01 14:00:00,Field pH,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFJ0311B2256,2011-03-01,pH,7.62,=,pH Units,EPA 150.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2011-03-01 14:00:00,Field pH,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFJ0311B2264,2011-03-01,pH,7.62,=,pH Units,EPA 150.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2011-03-25 13:00:00,Field Specific Conductance,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFJ0311B2292,2011-03-25,Conductivity_top,196.7,=,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2011-03-25 13:00:00,Field Specific Conductance,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFJ0311B2282,2011-03-25,Conductivity_top,196.7,=,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2011-03-25 13:00:00,Field Turbidity,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFJ0311B2282,2011-03-25,Turbidity,17.6,=,N.T.U.,EPA 180.1 (Field) [D-2]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2011-03-25 13:00:00,Field Turbidity,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFJ0311B2292,2011-03-25,Turbidity,17.6,=,N.T.U.,EPA 180.1 (Field) [D-2]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2011-03-25 13:00:00,Field Water Temperature,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFJ0311B2282,2011-03-25,Temperature,11.2,=,°C,EPA 170.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2011-03-25 13:00:00,Field Water Temperature,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFJ0311B2292,2011-03-25,Temperature,11.2,=,°C,EPA 170.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2011-03-25 13:00:00,Field pH,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFJ0311B2292,2011-03-25,pH,7.78,=,pH Units,EPA 150.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2011-03-25 13:00:00,Field pH,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFJ0311B2282,2011-03-25,pH,7.78,=,pH Units,EPA 150.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2011-04-15 13:30:00,Field Specific Conductance,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFJ0411B2321,2011-04-15,Conductivity_top,171.8,=,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2011-04-15 13:30:00,Field Specific Conductance,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFJ0411B2357,2011-04-15,Conductivity_top,171.8,=,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2011-04-15 13:30:00,Field Turbidity,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFJ0411B2321,2011-04-15,Turbidity,7.87,=,N.T.U.,EPA 180.1 (Field) [D-2]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2011-04-15 13:30:00,Field Turbidity,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFJ0411B2357,2011-04-15,Turbidity,7.87,=,N.T.U.,EPA 180.1 (Field) [D-2]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2011-04-15 13:30:00,Field Water Temperature,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFJ0411B2357,2011-04-15,Temperature,14.7,=,°C,EPA 170.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2011-04-15 13:30:00,Field Water Temperature,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFJ0411B2321,2011-04-15,Temperature,14.7,=,°C,EPA 170.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2011-04-15 13:30:00,Field pH,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFJ0411B2357,2011-04-15,pH,7.69,=,pH Units,EPA 150.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2011-04-15 13:30:00,Field pH,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFJ0411B2321,2011-04-15,pH,7.69,=,pH Units,EPA 150.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2011-05-12 13:30:00,Field Specific Conductance,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFJ0511B2380,2011-05-12,Conductivity_top,137.3,=,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2011-05-12 13:30:00,Field Specific Conductance,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFJ0511B2388,2011-05-12,Conductivity_top,137.3,=,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2011-05-12 13:30:00,Field Turbidity,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFJ0511B2388,2011-05-12,Turbidity,4.89,=,N.T.U.,EPA 180.1 (Field) [D-2]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2011-05-12 13:30:00,Field Turbidity,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFJ0511B2380,2011-05-12,Turbidity,4.89,=,N.T.U.,EPA 180.1 (Field) [D-2]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2011-05-12 13:30:00,Field Water Temperature,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFJ0511B2380,2011-05-12,Temperature,17.9,=,°C,EPA 170.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2011-05-12 13:30:00,Field Water Temperature,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFJ0511B2388,2011-05-12,Temperature,17.9,=,°C,EPA 170.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2011-05-12 13:30:00,Field pH,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFJ0511B2388,2011-05-12,pH,7.85,=,pH Units,EPA 150.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2011-05-12 13:30:00,Field pH,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFJ0511B2380,2011-05-12,pH,7.85,=,pH Units,EPA 150.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2011-06-02 12:45:00,Field Specific Conductance,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFG0611B0040,2011-06-02,Conductivity_top,173.8,=,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2011-06-02 12:45:00,Field Specific Conductance,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFJ0611B2428,2011-06-02,Conductivity_top,173.8,=,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2011-06-02 12:45:00,Field Turbidity,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFG0611B0040,2011-06-02,Turbidity,2.75,=,N.T.U.,EPA 180.1 (Field) [D-2]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2011-06-02 12:45:00,Field Turbidity,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFJ0611B2428,2011-06-02,Turbidity,2.75,=,N.T.U.,EPA 180.1 (Field) [D-2]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2011-06-02 12:45:00,Field Water Temperature,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFG0611B0040,2011-06-02,Temperature,17.4,=,°C,EPA 170.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2011-06-02 12:45:00,Field Water Temperature,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFJ0611B2428,2011-06-02,Temperature,17.4,=,°C,EPA 170.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2011-06-02 12:45:00,Field pH,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFJ0611B2428,2011-06-02,pH,8.22,=,pH Units,EPA 150.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2011-06-02 12:45:00,Field pH,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFG0611B0040,2011-06-02,pH,8.22,=,pH Units,EPA 150.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2011-06-22 13:40:00,Field Specific Conductance,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFJ0611B2462,2011-06-22,Conductivity_top,130.7,=,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2011-06-22 13:40:00,Field Specific Conductance,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFJ0611B2477,2011-06-22,Conductivity_top,130.7,=,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,NA,NA,38.0558,-121.6669
False River near Oakley,2011-06-22 13:40:00,Field Turbidity,"3000 - Public, Review Status Unknown",False R Nr Oakley,B9D80331400,CFJ0611B2477,2011-06-22,Turbidity,3.11,=,N.T.U.,EPA 180.1 (Field) [D-2]*,1 Meters,NA,NA,38.0558,-121.6669
